retries,probability,MCtime,mutations
25,1,0.2,100,false,false,0.14,0.0125825,16
25,1,0.2,100,false,false,0.131,0.0129089,8
25,1,0.2,100,false,false,0.122,0.0120374,13
25,1,0.2,100,false,false,0.119,0.0150173,3
25,1,0.2,100,false,false,0.112,0.0113768,9
25,1,0.2,100,false,false,0.11,0.0112982,12
25,1,0.2,100,false,false,0.108,0.0140533,8
25,1,0.2,100,false,false,0.108,0.0124454,6
25,1,0.2,100,false,false,0.108,0.0135219,5
25,1,0.2,100,false,false,0.106,0.00944336,6
25,1,0.2,100,false,false,0.103,0.0103476,7
25,1,0.2,100,false,false,0.102,0.0119578,7
25,1,0.2,100,false,false,0.1,0.0116949,2
25,1,0.2,100,false,false,0.099,0.00886477,8
25,1,0.2,100,false,false,0.099,0.0145823,6
25,1,0.2,100,false,false,0.097,0.0138605,3
25,1,0.2,100,false,false,0.097,0.011603,6
25,1,0.2,100,false,false,0.096,0.012289,5
25,1,0.2,100,false,false,0.095,0.013363,8
25,1,0.2,100,false,false,0.094,0.0100648,0
25,1,0.2,100,false,false,0.093,0.0142701,6
25,1,0.2,100,false,false,0.092,0.0105241,7
25,1,0.2,100,false,false,0.092,0.0115078,7
25,1,0.2,100,false,false,0.091,0.0111862,8
25,1,0.2,100,false,false,0.091,0.0126494,8
25,1,0.2,100,false,false,0.091,0.011394,3
25,1,0.2,100,false,false,0.09,0.00952518,2
25,1,0.2,100,false,false,0.09,0.0106495,4
25,1,0.2,100,false,false,0.089,0.0114846,1
25,1,0.2,100,false,false,0.087,0.00792699,6
25,1,0.2,100,false,false,0.086,0.0120159,4
25,1,0.2,100,false,false,0.085,0.0119097,4
25,1,0.2,100,false,false,0.084,0.0120129,5
25,1,0.2,100,false,false,0.082,0.00841788,2
25,1,0.2,100,false,false,0.081,0.00896083,9
25,1,0.2,100,false,false,0.081,0.00843534,0
25,1,0.2,100,false,false,0.081,0.00938624,11
25,1,0.2,100,false,false,0.08,0.0126801,4
25,1,0.2,100,false,false,0.079,0.0113101,7
25,1,0.2,100,false,false,0.078,0.0100176,2
25,1,0.2,100,false,false,0.078,0.00774042,4
25,1,0.2,100,false,false,0.078,0.00814759,2
25,1,0.2,100,false,false,0.077,0.00832549,5
25,1,0.2,100,false,false,0.077,0.00945309,4
25,1,0.2,100,false,false,0.076,0.00988238,4
25,1,0.2,100,false,false,0.076,0.00985721,11
25,1,0.2,100,false,false,0.075,0.00798983,3
25,1,0.2,100,false,false,0.075,0.00961615,4
25,1,0.2,100,false,false,0.075,0.00854879,3
25,1,0.2,100,false,false,0.075,0.00993133,2
25,1,0.2,100,false,false,0.074,0.0102905,0
25,1,0.2,100,false,false,0.073,0.00900715,2
25,1,0.2,100,false,false,0.073,0.00754526,3
25,1,0.2,100,false,false,0.072,0.00963942,3
25,1,0.2,100,false,false,0.072,0.0122283,6
25,1,0.2,100,false,false,0.07,0.0080851,3
25,1,0.2,100,false,false,0.069,0.00828369,3
25,1,0.2,100,false,false,0.069,0.0104157,7
25,1,0.2,100,false,false,0.069,0.00865053,4
25,1,0.2,100,false,false,0.068,0.00952021,2
25,1,0.2,100,false,false,0.068,0.0094858,3
25,1,0.2,100,false,false,0.067,0.0102425,5
25,1,0.2,100,false,false,0.067,0.0101585,4
25,1,0.2,100,false,false,0.067,0.0106034,3
25,1,0.2,100,false,false,0.067,0.00801941,1
25,1,0.2,100,false,false,0.066,0.010061,4
25,1,0.2,100,false,false,0.066,0.0106142,4
25,1,0.2,100,false,false,0.066,0.00829457,6
25,1,0.2,100,false,false,0.064,0.00883377,2
